Part Number,Model,Description,QTY
17222000029825,"	PIAW121800B / PIAW12180B",Electronic Control Box Subassembly,2
12100105000057,PAC12335B / PIAW12167B / PIAW121650B / PIAW12170B / PIAW12180B / PIAW91700B / PIA122800B / PIAW9170B,Axial Flow Fan,1
11002012001871,PAC18337 / PAC1203711 / PAC12047 / PAC12237A / PAC123370A / PAC12337A / PAC12337IND / PAC13037 / PAC13040A / PAC9037 / PAC9237 / PAC9337A / PIA120640A / PIA12064A / PIA12264A / PIA9064A / PIA9264A / PIAW12099A / PIAW12099AS / PIAW121640A / PIAW12164A / PAC12337A / PAC9337IND,Single Phase Asynchronous Motor,3
12100105000201,PAC12337B / PAC9337B / PAC13037 / PAC9337 / PAC9237 / PAC9137 / PAC12337,Axial Flow Fan,6
17222000010948,PIAW121640A / PIAW121640A /  PIAW121640A / PIA12264A / INVERTER12CRSL1 / PIAW121640A /bINVERTER12CRFN1-W,Electronic Control Box Subassembly,3
17222000A07041,PIAW121690A / PIAW121790A / PIAW12179A / PIAW1690A / PIAW91690A / PIAW9169A / PIAW92690A / PIAWMZ128790A / PIAWMZ98690A / PIAW121640A,Display Box Subassembly,30
11201007002321,PIAW121650B / PIA12225,Room Temperature Sensor,5
11201007002320,PIAW121650B / PIAW12165B / PIAW12170B/ PIACWMZ1280790A/ PIACWMZ908790A / PIACWMZ1880790A,Pipe Temperature Sensor,4
17222000028159,PIAW121690A,Electronic Control Box Subassembly,4
12100204000522,PIAW121690A/PIAWMZ128790A/PIAWMZ98690A/PIAW123790A/ PIAW123690A/ PIAW12366A,"Filter Subassembly (12 x 11 1/2"")",5
1722000A55509,PIAW121700B,Electronic Control Box Subassembly,2
17222000029832,PIAW121700B,Electronic Control Box Subassembly,7
17122000044661,PIAW121700B (Old Models To 02/2021),Main Control Board Subassembly,2
17222000028160,PIAW121790A,Electronic Control Box Subassembly,12
17122000044667,PIAW121790A,Main Control Board Subassembly,1
17222000020717,PIAW12180B,Electronic Control Box Subassembly,0
17122000028235,PIAW91690A,Electronic Control Box Subassembly,5
17122000044765,PIAW91690A,Main Control Board Subassembly,1
12100005000057,PIAW91700B,Axial Flow Fan,4
17122000044766,PIAW91700B,Main Control Board Subassembly (Outdoor),1
12100102000070,PIAW92690A / PIAW12164A / PIAW91690 / PIAW93690A,Cross Flow Fan,5
NS01401,PM10010,Microwave Fan Blade,34
3050100117,PFR87300HM/PRF315300HW/PRF316300HS/PRF44550300HW/PRF446300HS/PRF44660300HS/PRF7350HW/PRF735HW/PRF7360HS/PRF7370HB/PRF737HB/PRN10150HW/PRN10160HS/PRN12250HW/PRN12260HS/PRN7005HW/PRN7006HS,Power Cord Cable ( Power Supply Plug ),110
9010400326,PCH9007CBD / PCH9006CBD,Bottom Chimney,5
NS01087,PGS2006,Injector 0.50,2
NS01089,PGS2006,Injector 0.60,4
NS01088,PGS2006,Injector 0.68,2
NS01090,PGS2006,Injector for Oven,2
NS01122,PGS2006,Oveb Door Inner Glass,5
NS01080,PGS2006,Oven Handle,2
NS01081,PGS2006,Oven handle Base,4
NS01086,PGS2006,Oven Valve,2
NS01083,PGS2006,Stove Valve Nozle 0.50,2
NS01085,PGS2006,Stove Valve Nozle 0.60,4
NS01084,PGS2006,Stove Valve Nozle 0.68,2
NS01100,PGS2406,Injector 0.50,2
NS01101,PGS2406,Injector 0.64,4
NS01102,PGS2406,Injector 0.80,2
NS01103,PGS2406,Injector for Oven,2
NS00291,PPS405,Knob White,25
NS01091,PGS2406,Oven Handle,2
NS01092,PGS2406,Oven Handle Base,4
NS01099,PGS2406,Oven Valve,2
NS01096,PGS2406,Stove Valve Nozzle 0.43,6
NS01097,PGS2406,Stove Valve Nozzle 0.55,2
NS01098,PGS2406,Stove Valve Nozzle 0.68,2
NS01095,PGS2406,Switch of Lamp,2
NS01127,PGS3006,Deawer Handle,2
NS01133,PGS3006,Injector 0.50,2
NS01134,PGS3006,Injector 0.64,4
NS01135,PGS3006,Injector 0.80,2
NS01136,PGS3006,Injector 0.90,2
NS01137,PGS3006,Injector for oven,2
NS01125,PGS3006,Oveb Handle Base,4
NS01079,PGS3006,Oven Door Inner Glass (11 1/4 x 22 7/8),6
NS01124,PGS3006,Oven Handle,2
NS01132,PGS3006,Oven Valve,2
NS01129,PGS3006,Stove Valve Nozzle 0.43,6
NS01130,PGS3006,Stove Valve Nozzle 0.55,2
NS01131,PGS3006,Stove Valve Nozzle 0.66,2
NS01128,PGS3006,Switch of lamp,2
NS01123,PGS3006,Thermostat,2
NS01105,PGS3016,Deawer Handle,2
NS01115,PGS3016,Injector 0.64,4
NS01116,PGS3016,Injector 0.80,4
NS01117,PGS3016,Injector 0.9,2
NS01119,PGS3016,Injector for Grill,2
NS01118,PGS3016,Injector for Oven,2
NS01120,PGS3016,Oven Door Inner Glass,3
NS01104,PGS3016,Oven Handle,2
NS01106,PGS3016,Oven Handle Base,4
NS01114,PGS3016,Oven Valve,2
NS01113,PGS3016,Oven Valve for Grill,2
NS01111,PGS3016,Stove Valve Nozzle 0.55,4
NS01112,PGS3016,Stove Valve Nozzle 0.66,2
NS01109,PGS3016,Switch of Lamp,2
NS00593,PPS403 / PPS405 / PPS407,"Burner A (Large) (4 3/4"") (Female)",30
NS00595,PPS407,Control Panel (Black),8
NS00596,PPS407,Knob Black ,16
NS00597,PPS403 / PPS405 / PPS407,"Burner B (Medium) (4"")(Female)",30
NS00600,PPS403 / PPS407,"Burner C (Small) (3 1/2"") (Female)",30
NS00616,PPS405,Control Panel (White),8
NS00957,PRF33DX,Door Seal,3
NS00958,PRF33DX,Shelf 1,6
NS00959,PRF33DX,Shelf 2,6
17222000029825,"	PIAW121800B / PIAW12180B",Electronic Control Box Subassembly,2
17431000001341,"MRC05M3AWW / 	PFR70801M / 	PFR10200M",Temperature controller ,10
17222000002660,PAC12047 / PIA12069A,Display Box Subassembly,0
12122000A66916,PAC12337,Panel Assembly,1
12122000A66353,PAC18337,Panel Assembly,2
12122000A66917,PAC24337,Panel Assembly,9
12122000013137,PAC9337,Panel Assembly,1
12122000A65816,PAC9337,Panel Assembly,2
12232000001416,PFR10200M / PFR50800M ,Adjustable Foot Leg - Feet Support (Angle Plate Assembly),10
12132000001076,PFR10200M / PFR50800M ,Lower hinge cover,10
12132000001075,PFR10200M / PFR50800M ,Upper hinge cover,10
12131000003600,PFR10200M / PFR70801M,Button,10
15531000000127,PFR10200M / PRN12160MS / PRN12150MW / PRN12160MS/PRN10055MW /PRN10066MS /PFV705MW ,Dryer filter,10
11101010008165,"PFR10200M/UR-BD295-D	",Compressor (HDL125D),2
12132000000415,"PFR10200M/UR-BD295-D	",Door Gasket,8
12832000001058,"PFR10200M/UR-BD295-D	",Freezer Door,2
12232000000481,PFR70800M,Sheet Metal Hinge,10
1.02.33.015,PFR740G/PFR950G/PFR1090G/PFR5901G,Knob (Thermostat),0
PGS2406.6,PGS2406,Iron Cast Stove Rack,2
K1855426,PIA12061,Main Control Board,4
17222000010948,PIAW121640A / PIAW121640A /  PIAW121640A / PIA12264A / INVERTER12CRSL1 / PIAW121640A /bINVERTER12CRFN1-W,Electronic Control Box Subassembly,4
17222000A07041,PIAW121690A / PIAW121790A / PIAW12179A / PIAW1690A / PIAW91690A / PIAW9169A / PIAW92690A / PIAWMZ128790A / PIAWMZ98690A / PIAW121640A,Display Box Subassembly,20
17222000024573,PIAW121650B,Electronic Control Box Subassembly,1
17222000011368,PIAW12166A / PIA12266A / INVERTER12CRWH1 / PIAW12166A,Electronic Control Box Subassembly,2
17122000019192,PIAW12167B,Main Control Board Subassembly (Outdoor),1
17222000029832,PIAW121700B,Electronic Control Box Subassembly,3
17122000044661,PIAW121700B (Old Models To 02/2021),Main Control Board Subassembly,5
17122000044667,PIAW121790A,Main Control Board Subassembly,2
17222000028516,PIAW181790A,Electronic Control Box Subassembly,3
17122000045126,PIAW181790A / PIAW81790A,Main Control Board Subassembly (Indoor),3
11002015000039,PIAW181800B / PIAW12265B / PIAW12267B / PIAW181899B/ PIAW12367B,Brushless DC Motor,5
17122000018654,PIAW18180B,Main Control Board Subassembly (Outdoor),4
110020150080646,PIAW241790A,Brushless DC Motor,8
17222000028514,PIAW241790A,Electronic Control Box Subassembly,4
17122000018862,PIAW24179A,Main Control Board Subassembly,3
17122000029829,PIAW241800B,Electronic Control Box Subassembly,5
17122000018871,PIAW36179A / PIAW36179A,Main Control Board Subassembly,5
17222000028235,PIAW91690A,Electronic Control Box Subassembly,10
17222000029831,PIAW91700B,Electronic Control Box Subassembly,1
17131000A00101,PRN10066MS / PRN10055MW,Main Control Board,6
2100291618,PRN10160HS,Upper Door,6
2100291412,PRN10160HS,Door Upper (with interior White and Border & Gasket GREY),9
3.12.05.02.0015,PFV1406XS,Door Assy Dark Silver,1
11002012A01813,PRN10150HW,Single Phase Asynchronous Motor,41
NS01385,PRF1257DX,LED Bracket,0
A1075Z11WPG01,PWM6020X,Drain Hose ( Please mark the box with the part number),0
NS01393,PRN165DX,Grate Grid Cover [Compressor Area],0
NS01394,PRN185DX,Grate Grid Cover [Compressor Area],0
NS01395,PRN290DX,Grate Grid Cover [Compressor Area],0
1.01.03.03.022R,PRF155DX/PRF1557DX/PRF90DX/PRF907DX/PRF125DX/PRF1257DX,Top LED light,0
12271100002975,PGS2000,Back decorative sheet assembly,2
15000179,PBS764A,Cooktop - Working Table (Glass Panel ),5
15000180,PBS765A / PBS765,Cooktop - Working Table (Glass Panel ),5
NS01399,PEM1510B,Water Tank,5
1.01.03.10.064,PRFIM1256DX / PRFIM1257DX,Display Sticker,4
12122000005538,PIAW1817A,motor Cover,4
2.3.03.042,PCRN427DR,Main Circuit Board,4
2.3.04.028,PCRN357DR/PCRN427DR,Temperature Display,4
2.3.03.804,PCRN427DR,Temperature Probe sensors( 3 different sensors Pack),4
150.04.06.05.00004,PGS2445FW / PGS2446FS / PGS2447FB,BURNER CAP-SMALL,20
150.04.06.05.00005,PGS2445FW / PGS2446FS / PGS2447FB,BURNER CAP-MIDDLE,20
150.04.06.05.00006,PGS2445FW / PGS2446FS / PGS2447FB,BURNER CAP-LARGE,20
150.04.06.03.00003,PGS2445FW / PGS2446FS / PGS2447FB,BURNER - LARGE,10
NS01403,PTO101,Switch,10
NS01404,PTO210C,Glass door,12
MOVA-36HN1-M152L,MOVA-36HN1-M152L,Heat Pump Condensing Unit M152H Series (Colling & Heating) [Midea],1
MRC-36HWD1N1-M16A,MRC-36HWD1N1-M16A,Heat Pump Condensing Unit MRC X152H Series (Colling & Heating) [Midea],1
211241104007,PRE2026GS,Adjustable Foot Leg - Feet Support Mounting Kit Plate,8
NS01406,PRNS507DX /PRNS1057DX,Compressor Relay Kit : Starter and Run Relay,0
NS01407,PRNS507DX /PRNS757DX /PRNS1057DX,LED Power Supply,1
1100201506901,PRN12150MW,Cooling Fan Motor,0
NS01409,PTO142,Door Handle,10
NS01410,PTO142,Adjustable Foot Leg - Feet Support ,10
NS01411,PTO142,Glass Door,10
NS01412,PTO142,Heating Element,10
NS01413,PTO142,Knob,10
NS01415,PTO142,Thermostat,10
NS01416,PTO142,Timer,10
NS01417,PTO142,Switch,10
NS01418,PRN (Waiting info from factory),Display Sticker ( 36 1/2 x 7 1/2 ),12
12222500000165,PIACWMZ908790A/PIACWMZ1280790A,Electronic Control Box Subassembly,0
11201007000283,PIACWMZ908790A/PIACWMZ1280790A/PIACWMZ1880790A,Room Temperature Sensor,0
17317000A66339,PIACWMZ908790A/PIACWMZ1280790A/PIACWMZ1880790A,Remote Control,0
17400511000015,PIACWMZ908790A/PIACWMZ1280790A,Water Level Switch,0
11001010000063,PIACWMZ908790A/PIACWMZ1280790A,Induction Pump,0
12122500002707,PIACWMZ9082279A/PIACWMZ1282279A,Air filter,0
17122500005291,PIACWMZ9082279A/PIACWMZ1282279A,Main Control Board Subassembly (Indoor),0
17400519000368,PIACWMZ9082279A/PIACWMZ1282279A,Power switch,0
11201007003448,PIAWMZ278800B/PIACWMZ9082279A/PIACWMZ1282279A/ PIAWMZ368800B/ PIAWMZ488800B,Room Temperature Sensor,0
11002015016793,PIACWMZ9082279A/PIACWMZ1282279A,Single Phase Asynchronous Motor,0
12100102000936,PIACWMZ9082279A/PIACWMZ1282279A,Cross Flow Fan,0
12122500002647,PIACWMZ9082279A/PIACWMZ1282279A,Water collector,0
17400511001344,PIACWMZ9082279A/PIACWMZ1282279A,Water level switch,0
17122000058071,PIACWMZ9082279A/PIACWMZ1282279A,Humidity sensor subassembly,0
17317000010538,PIACWMZ9082279A/PIACWMZ1282279A,Remote Control,0
12122000A75890,PIAWMZ128790A/PIAWMZ98690A,Panel assembly,0
12122000004577,PIAWMZ128790A/PIAWMZ98690A,Electronic Control Box Subassembly,0
17122000055302,PIAWMZ98690A / PIAWMZ98690A,Main Control board subassembly,0
17317000A66335,PIAWMZ128790A/PIAWMZ98690A/ PIAWMZ188790A/ PIAWMZ248790A,Remote Control,0
11201011000187,PIAWMZ188800B,Combination Sensor,0
12222000013469,PIAWMZ188800B,Air outlet grille,0
11201007000259,PIAWMZ188800B,Pipe Temperature Sensor,0
11201007003442,PIAWMZ278800B / PIACWMZ2480790A,Pipe Temperature Sensor,0
11201007003437P,PIACWMZ9082279A/PIACWMZ1282279A,Pipe temperature sensor subassembly,0
11201007003124P,PIAWMZ278800B,Discharge Temperature Sensor,0
3404001513,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,"Shelf,upper (28 X 17"")",4
NS01419,PRF155DX / PRF1557DX,Clip for Decorative Pannel ,2
3.5.2.01.0988,PRF1257DX/PRF125DX,"Top Cover Panel 24"" Wide (Up Back Board) [Black](3.3.02.13.033)",10
8303502723-W,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,Lower White door,2
8303502722-W,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,Upper White door,2
8303502723-S,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,Lower Silver door,2
8303502722-S,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,Upper Silver door,2
8303502721-W,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,Upper White door,2
8303502721-S,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,Upper Silver door,2
NS00104,PB323BK,Plastic Jar Set (Black),56
NS01422,PB324BK,Body,5
1.03.01.01.560,PFV127DX / PFV126DX / PFR1592G/PFR15921G,Compressor (NUT-90LR),2
1.05.08.02.568,PFV126DX / PFV127DX,"Bottom Shelf with legs (White) (18 1/4 x 15 1/2"" )",10
1.01.06.02.537R,PFV127DX / PFV126DX,Cooling Fan Motor [Condenser],2
1.05.08.04.346,PFV127DX / PFV126DX,"Down Cover (Black) 18x15 3/4""",2
1.01.02.01.079,PFV127DX / PFV126DX,Electronic Control Box Subassembly,2
1.05.08.02.567,PFV126DX / PFV127DX,"Upper/Middle Shelf (White) (18 1/4 x 15 1/2"" )",7
1.05.08.10.092,PFR71400X/PFR51400X,Basket,4
CBB65-B,PFR1090G / PFR740G  / PFR950G / PRFIM1256DX / PRFIM1257DX / PRN165DX&PRN185DX&PFR920G&PFR950G[2021-10Up(NewModels)] / PRF125DX&PRF1257DX[2020-10to2021-04],Start Capacitor [Big] (Metallic) [3 Pins] (Run Capacitor NOT needed),0
NS00941,PRC1846,Inner Pot,14
NS01420,PWC205T/PWC215T/PWC216T,Overload Relay,30
NS01421,PWC205T/PWC215T/PWC216T,Starter Relay,30
621029000023,PWC436KS,Power Control Board (Dq11Y-012-Hm) ,20
624100000009,PWC946KS,Power Control Board (Dq05Y-004-Hm),5
2.3.05.3.006,PCW339DR,LED (96L23053006+2.3.07.038),5
2.3.05.3.007,PCW656DR,LED (186L23053008+2307037),5
2.3.10.138,PCW339DR,U-Shaped Heating Tube,5
2.3.03.504,PCW339DR / PCW656DR,Thermostat 150,10
2.3.03.009,PCW339DR / PCW656DR,Temperature Regulator,10
2.3.06.012,PCW339DR / PCW656DR,Switch,10
2.4.0.02.059.011,PCW339DR / PCW656DR,Front Door Handle,5
2.4.0.02.059.012,PCW339DR / PCW656DR,Rear Door Handle,5
2.3.03.505,PCW339DR / PCW656DR,Thermostat 125,10
2.3.05.3.005,PCW339DR / PCW656DR,LED (186L23053005+22307.040),10
2.3.10.141,PCW656DR,U-Shaped Heating Tube (186L2310146),5
2.6.1.10.131,PCW339DR / PCW656DR,Side glass (186L26110131),5
2.6.1.10.132,PCW656DR,Rear glass (186L26110134),5
2.6.1.10.130,PCW656DR,Front glass (186L26110133),5
2.6.1.10.128,PCW339DR,Rear glass (96L26110128),5
2.6.1.10.125,PCW339DR,Front glass (96L26110125),5
3404001512,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,"Shelf,upper (13 X 22 1/2) [Glass]",4
3404001543,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,"Shelf,lower (18 x 24 3/4)",4
3405500916,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Refrigeration evaporator,4
8200006326,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,Crisper drawer,3
3406001125,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061AS/PRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS,Lower door hinge,4
3406001126,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Middle door hinge,4
3406001127,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,"Upper door hinge,right",4
3406001128,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,"Upper door hinge,left",4
3406001124,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Adjustable Foot Leg - Feet Support [Long],4
3005001717,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Power Control Board,5
3002000624,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Lamp bulb ,5
8200005472,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Drain Pan,2
3405500862,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Drier filter,4
3002000625,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Door switch,4
8200006302,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,"Middle Door rack,lower (24 X 5 1/4"")",4
8200006303,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,"Door rack,upper",4
3000001652,PRN18050AW/PRN18070AB/PRN18060AS/PRNIM18051AW/PRNIM18071AB/PRNIM18061ASPRN20050AW/PRN20070AB/PRN20060AS/PRNIM20051AW/PRNIM20071AB/PRNIM20061AS/PRNIM18061AS/PRN20050AW,Compressor (EZ65H1Y-U),2
8200006334,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,"Middle Door rack,lower (24 X 5 "")",4
8200006337,PRN18050AW /PRN18070AB  /PRN18060AS /PRNIM18051AW /PRNIM18071AB  /PRNIM18061AS ,"Door rack,upper (22 X 4"")",4
8200006304,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,Crisper drawer,4
3404001542,PRN20050AW  /PRN20070AB / PRN20060AS / PRNIM20051AW  /PRNIM20071AB / PRNIM20061AS,"Shelf,lower (25 1/2 X 13"")",4
1.05.30.06.875,PRF65DX,"Glass Door Grey (23"" x 42"")",4
1.05.30.06.884,PRF657DX,"Glass Door Black (23"" x 42"")",3
1.05.30.06.391,PRF90DX,"Glass Door (44 1/2"" x 22 1/2"") Gray (1.05.30.06.835)",12
1.05.03.06.801,PRF907DX,"Glass Door (44 1/2"" x 22 1/2"") Black",5
1.05.30.06.827,PRF125DX,"Glass Door (55 1/2"" x 24"" x 2"") Gray",9
1.05.30.06.832,PRF1257DX,"Glass Door (55 1/2"" x 24"" x 2"") Black",3
1.05.30.06.834,PRF155DX,"Glass Door (55 1/2"" x 25 3/4"" x 2"") Gray",17
1.05.30.06.802,PRF1557DX,"Glass Door (55 1/2"" x 25 3/4"" x 2"") Black (1.05.30.06.839)",16
1.05.30.06.873G,PRFIM1256DX,"Upper Glass Door (26"" x 38 1/4"") [Grey]",1
3.3.06.2.205,PRFIM1256DX,"Freezer Lower Door of ice maker room [Grey] (26""x17"")",1
1.05.35.02.518,PRFIM1256DX,"Gasket Glass Door Seal - [Grey] (25"" x 37 1/2)",2
1.05.35.02.519,PRFIM1256DX,"Gasket Freezer Door Seal of ice maker room - [Grey] (25 1/2""x16)",26
1.05.30.06.873B,PRFIM1257DX,"Upper Glass Door (26"" x 38 1/4"") [Black] ",1
3.3.06.2.206,PRFIM1257DX,"Freezer Lower Door of ice maker room [Black] (26""x17"") ",4
1.05.35.02.545,PRFIM1257DX,"Gasket Freezer Door Seal of ice maker room - [Black](16 X 25 1/2"")",19
1.05.35.02.521,PRF65DX,"Gasket Door Seal (Gray) (41 1/2"" x 21 3/4"")",9
1.05.35.02.525,PRF657DX,"Gasket Door Seal (Black)(41 1/2"" x 21 3/4"")",6
1.05.35.03.135,PRF90DX ,"Gasket Door Seal (Grey)(22"" x 43 1/2"")",21
1.05.35.02.019,PRF907DX,"Gasket Door Seal (Black)(22"" x 43 1/2"")",12
1.05.35.02.049,PRF125DX,"Gasket Door Seal (Grey)(54 3/4"" x 23 1/2"")",8
1.05.35.02.098,PRF1257DX,"Gasket Door Seal (Black)(54 3/4"" x 23 1/2"")",10
1.05.35.02.088,PRF155DX,"Gasket Door Seal (Grey)(55"" x 25 1/2"")",9
1.05.35.02.050,PRF1557DX,"Gasket Door Seal (Black)(55"" x 25 1/2"")",9
1.03.68.686,PRN165DX,Glass Door Left (17 1/2 x 47 1/2) Gray [Old Design - Frame Squared],6
1.03.68.687,PRN165DX,Glass Door Right  (17 1/2 x 47 1/2) Gray [Old Design - Frame Squared],3
1.03.38.1107,PRN165DX,Glass Door Left (17 1/2 x 47 1/2) Gray [New Design - Frame Rounded],3
1.03.38.11.08,PRN165DX,Glass Door Right (17 1/2 x 47 1/2) Gray [New Design - Frame Rounded],2
1.03.68.688,PRN185DX,Glass Door Left (19 1/2 x 47 1/2) Gray [Old Design - Frame Squared],4
1.03.68.689,PRN185DX,Glass Door Right (19 1/2 x 47 1/2) Gray [Old Design - Frame Squared],4
1.03.38.1156,PRN185DX,Glass Door Left (19 1/2 x 47 1/2) Gray [New Design - Frame Rounded],10
1.03.38.1155,PRN185DX,Glass Door Right (19 1/2 x 47 1/2) Gray [New Design - Frame Rounded],9
1.02.61.883,PRN290DX,"Gasket Door Seal (53 3/4 x 22 1/2"")",12
NS00267,PRN185DX,"Gasket Door Seal (47 1/2""x 19"")",11
HZ151166002,Zero15 120-1N-60 ETL Fin. INOX,ZERO15 120-1N-60 ETL Fin. INOX,0
1.05.35.02.523,PRFIM1257DX,"Gasket Glass Door Seal - [Black] (37 1/2 x 25"")",14
12131000004080W,PFV1385MS,Handle White,8
12131000004080S,PFV1386MS,Handle Silver,6
11103020003919PA,3PAMSH18B-SZO,DC Inverter Rotary Compressor (KSN140D21UFZ),0
NS01428,PRF65DX / PRF657DX,Relay Kit [Compressor] : 1 Black (Relay Starter) & 1 White (Overload Protector ),0
PGS2445FW,PGS2445FW,Stove,1
2209100052,PRN7006HS / PRN10160HS /  PRN12006HS / PRN12260HS ,"Door Handle Lower Assy [Silver] (14"")(The longest side has the chrome trim) ",9
2208100088,PRN7006HS / PRN10160HS /  PRN12006HS / PRN12260HS ,"Door Handle Upper Assy[Silver] (14"")(The shortest side has the chrome trim)",7
2209100135B,PRF737HB,"Door Handle Lower [Black] (12 1/2"") Larger (Chrome Line Position : LEFT)",0
2209100136B,PRF737HB,"Door Handle Upper [Black] (10"") Smaller (Chrome Line Position : LEFT)",0
NS01429,PRN290DX,Racks Decoration,0
NS01430,PPC10580D,Bottom Plate,0
PTLMBC,Plastic Panel for MBC,Ivertercool White Plastic Panel for the Motherboard,20
NS01431,Win09H1V51,Reversing Valve Solenoid,0
221623104024,PRE2023GS,"Water Baffle - Splash Board - Backsplash (19 1/2"") Silver",0
221763104043,PRE2423GS,"Water Baffle - Splash Board - Backsplash (23 1/2"") Silver",0
17122000044665,PIAW12690A / PIAW121690A,Main Control Board Subassembly,3
12131000074917,PRN10066MS / PRN10055MW / MAW12S1WWT / Midea 127391/127392/3760917,Air Duct Assembly,4
3.5.2.01.0590,PRFIM1257DX/PRFIM1256DX,LED vertical support,0
NS01432,PRE2426GS,Water Baffle - Splash Board - Backsplash,0
NS01324,PEM1505B,Seal Ring,0
1.02.75.061,PRNS1057DX,Caster Wheel,0
1.02.75.054,PRNS1057DX,Caster Wheel,0
1.02.03.04.083,PFV126DX/PFV127DX/PRFIM1256DX/PRFIM1257DX,Water tray,0
1.05.06.03.510,PFV126DX / PFV127DX,Upper hinge,0
1.05.06.05.526,PFV126DX / PFV127DX,Lower hinge,0
1.05.06.06.568,PFV126DX / PFV127DX,Block to support shelf (Clips For Shelves),0
1.03.01.02.002,PFV126DX / PFV127DX / PFR1592G/PFR15921G,Overload protector,0
1.02.12.05.109,PRNT217DX / PRNT297DX,Screw cap,0
1.02.02.14.033,PRNT217DX / PRNT297DX,Shelf Support,0
1.05.20.01.576,PRNT217DX / PRNT297DX,Evaporator,0
